PARK,PARK NUMBER,FACILITY NAME,FACILITY TYPE,X COORDINATE,Y COORDINATE,LOCATION
BROOKS (OSCAR),61,HORSESHOE COURT,OUTDOOR,1126281.5894500001,1946661.65493,"(42.009984, -87.810718)"
BROOKS (OSCAR),61,HORSESHOE COURT,OUTDOOR,1126290.5339800001,1946661.65493,"(42.009984, -87.810685)"
CHOPIN (FREDERIC),146,HORSESHOE COURT,OUTDOOR,1139455.1726800001,1922648.33813,"(41.943858, -87.762835)"
CHOPIN (FREDERIC),146,HORSESHOE COURT,OUTDOOR,1139463.62509,1922648.9421300001,"(41.94386, -87.762804)"
CHOPIN (FREDERIC),146,HORSESHOE COURT,OUTDOOR,1139471.7756699999,1922648.9421300001,"(41.94386, -87.762774)"
DAVIS (DR. NATHAN) SQUARE,14,HORSESHOE COURT,OUTDOOR,1165985.3473100001,1874910.3814399999,"(41.812336, -87.666685)"
FOSTER (J. FRANK),26,HORSESHOE COURT,OUTDOOR,1168240.2906299999,1849593.43667,"(41.742815, -87.659142)"
HARRISON (CARTER),213,HORSESHOE COURT,OUTDOOR,1164342.8332100001,1891197.3751099999,"(41.857064, -87.67225)"
HARRISON (CARTER),213,HORSESHOE COURT,OUTDOOR,1164342.3830800001,1891185.6668,"(41.857032, -87.672252)"
HIAWATHA,229,BOCCE COURT,SPECIAL,1121840.2092200001,1922390.8724400001,"(41.943455, -87.827587)"
LAWLER (MICHAEL),1011,HORSESHOE COURT,OUTDOOR,1142939.93343,1861695.94888,"(41.776533, -87.751545)"
MATHER (STEPHEN TYNG),241,HORSESHOE COURT,OUTDOOR,1155895.08764,1939644.74279,"(41.990181, -87.701949)"
MATHER (STEPHEN TYNG),241,HORSESHOE COURT,OUTDOOR,1155905.2441100001,1939644.74279,"(41.990181, -87.701912)"
MATHER (STEPHEN TYNG),241,HORSESHOE COURT,OUTDOOR,1155914.8792600001,1939645.00296,"(41.990182, -87.701876)"
MCGUANE (JOHN),2,HORSESHOE COURT,OUTDOOR,1170878.13313,1885158.2507100001,"(41.840351, -87.648439)"
MCGUANE (JOHN),2,HORSESHOE COURT,OUTDOOR,1170884.69053,1885146.8845899999,"(41.84032, -87.648415)"
MCGUANE (JOHN),2,BOCCE COURT,SPECIAL,1170857.1495699999,1885242.6222600001,"(41.840583, -87.648513)"
MCGUANE (JOHN),2,BOCCE COURT,SPECIAL,1170864.1439799999,1885232.56782,"(41.840555, -87.648488)"
MCGUANE (JOHN),2,BOCCE COURT,SPECIAL,1170871.5757299999,1885222.9503800001,"(41.840529, -87.648461)"
MORAN (TERRANCE),1051,HORSESHOE COURT,OUTDOOR,1169354.73887,1866574.5241,"(41.789389, -87.654568)"
MORAN (TERRANCE),1051,HORSESHOE COURT,OUTDOOR,1169354.4209499999,1866567.531,"(41.78937, -87.654569)"
VALLEY FORGE,371,HORSESHOE COURT,OUTDOOR,1129915.05593,1864486.77663,"(41.784423, -87.799231)"
VITTUM (HARRIET ELIZABETH),233,HORSESHOE COURT,OUTDOOR,1144007.93982,1871522.74287,"(41.803479, -87.747384)"
VITTUM (HARRIET ELIZABETH),233,HORSESHOE COURT,OUTDOOR,1143994.5894500001,1871379.52761,"(41.803086, -87.747436)"
WELLES (GIDEON),110,HORSESHOE COURT,OUTDOOR,1160306.25434,1929252.9892899999,"(41.961576, -87.686013)"
WELLES (GIDEON),110,HORSESHOE COURT,OUTDOOR,1160316.5404099999,1929252.9892899999,"(41.961575, -87.685975)"
WELLES (GIDEON),110,HORSESHOE COURT,OUTDOOR,1160325.7979299999,1929253.50373,"(41.961577, -87.685941)"
WELLES (GIDEON),110,HORSESHOE COURT,OUTDOOR,1160336.084,1929253.50373,"(41.961576, -87.685903)"
WELLES (GIDEON),110,HORSESHOE COURT,OUTDOOR,1160353.05608,1929254.01816,"(41.961577, -87.68584)"
WELLES (GIDEON),110,HORSESHOE COURT,OUTDOOR,1160362.8277199999,1929254.5322700001,"(41.961579, -87.685805)"
WELLES (GIDEON),110,HORSESHOE COURT,OUTDOOR,1160373.11378,1929255.0467000001,"(41.96158, -87.685767)"
WELLES (GIDEON),110,HORSESHOE COURT,OUTDOOR,1160382.8854199999,1929255.5608099999,"(41.961581, -87.685731)"
WELLES (GIDEON),110,HORSESHOE COURT,OUTDOOR,1160392.65738,1929256.0752399999,"(41.961582, -87.685695)"
WOLFE (RICHARD),1072,HORSESHOE COURT,OUTDOOR,1200071.06556,1833775.9866800001,"(41.698667, -87.543047)"
WOLFE (RICHARD),1072,BOCCE COURT,SPECIAL,1200047.2729499999,1833775.3163999999,"(41.698665, -87.543134)"
WOLFE (RICHARD),1072,BOCCE COURT,SPECIAL,1200056.9911100001,1833775.3163999999,"(41.698665, -87.543099)"
ADA (SAWYER GARRETT),45,HORSESHOE COURT,OUTDOOR,1169094.11996,1829676.87053,"(41.688142, -87.656587)"
SHERIDAN (PHILIP HENRY),205,HORSESHOE COURT,OUTDOOR,1168979.4450000001,1896222.83586,"(41.870755, -87.655086)"
"BELL (GEORGE,JR.)",121,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1130384.2082100001,1919690.91524,"(41.935904, -87.796245)"
BESSEMER (HENRY),12,HANDBALL/RACQUET (OUT),OUTDOOR,1195777.8028200001,1846341.6561,"(41.733255, -87.558353)"
BESSEMER (HENRY),12,GYMNASIUM,INDOOR,1196349.8735199999,1846171.32901,"(41.732773, -87.556263)"
BRADLEY (JOSEPHINE),1004,VOLLEYBALL,OUTDOOR,1194250.6211600001,1840778.9513399999,"(41.718028, -87.56413)"
CARVER (GEORGE WASHINGTON),255,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1184999.1711599999,1816853.6514300001,"(41.652596, -87.598761)"
CLARENDON COMM. CTR.,1002,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1170585.40307,1929587.5883599999,"(41.962274, -87.648211)"
COLE (NAT KING),270,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1180173.1148699999,1848323.6823199999,"(41.739065, -87.615459)"
COLUMBUS (CHRISTOPHER),209,PLAYGROUND,OUTDOOR,1137939.60616,1898430.9088699999,"(41.87743, -87.768991)"
COMMERCIAL CLUB PGD. OF CHICAGO,1006,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1163998.9710299999,1905618.7307899999,"(41.896644, -87.673105)"
CORNELL (PAUL) SQUARE,5,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1164784.2995199999,1871160.3541600001,"(41.802071, -87.671197)"
DAWES (CHARLES G.),239,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1163620.33039,1851079.41992,"(41.74699, -87.676028)"
DOUGLAS (STEPHEN),218,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1157095.18563,1891712.6086599999,"(41.858628, -87.698839)"
DOUGLAS (STEPHEN),218,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1157462.9214399999,1891426.59185,"(41.857835, -87.697497)"
DOUGLAS (STEPHEN),218,BASKETBALL COURT,OUTDOOR,1156733.5351100001,1893296.1218999999,"(41.86298, -87.700124)"
ABBOTT (ROBERT),259,BASKETBALL COURT,OUTDOOR,1178391.8861499999,1840800.66062,"(41.718462, -87.622213)"
ABBOTT (ROBERT),259,BASKETBALL BACKBOARD,OUTDOOR,1178121.3319000001,1841779.9641100001,"(41.721155, -87.623174)"
ABBOTT (ROBERT),259,BASKETBALL BACKBOARD,OUTDOOR,1178147.3311900001,1841741.50716,"(41.721049, -87.62308)"
ABBOTT (ROBERT),259,BASKETBALL BACKBOARD,OUTDOOR,1178123.49856,1841702.50822,"(41.720943, -87.623169)"
ABBOTT (ROBERT),259,BASKETBALL BACKBOARD,OUTDOOR,1178093.7076099999,1841740.9654999999,"(41.721049, -87.623276)"
ABBOTT (ROBERT),259,BASKETBALL BACKBOARD,OUTDOOR,1178321.47159,1840835.05556,"(41.718558, -87.62247)"
ABBOTT (ROBERT),259,BASKETBALL BACKBOARD,OUTDOOR,1178394.05281,1840836.68056,"(41.718561, -87.622204)"
ABBOTT (ROBERT),259,BASKETBALL BACKBOARD,OUTDOOR,1178394.05281,1840765.72434,"(41.718366, -87.622206)"
ABBOTT (ROBERT),259,BASKETBALL BACKBOARD,OUTDOOR,1178322.0132500001,1840764.09934,"(41.718363, -87.62247)"
ADA (SAWYER GARRETT),45,BASKETBALL BACKBOARD,OUTDOOR,1169490.3777000001,1829591.6617099999,"(41.6879, -87.655139)"
ADA (SAWYER GARRETT),45,BASKETBALL BACKBOARD,OUTDOOR,1169492.11228,1829518.8183500001,"(41.6877, -87.655135)"
ADA (SAWYER GARRETT),45,BASKETBALL BACKBOARD,OUTDOOR,1169421.0035000001,1829519.16546,"(41.687702, -87.655395)"
ADA (SAWYER GARRETT),45,BASKETBALL BACKBOARD,OUTDOOR,1169417.53467,1829589.5803499999,"(41.687895, -87.655406)"
ADDAMS (JANE),262,SPRAY FEATURE,OUTDOOR,1166646.7242699999,1893413.3585399999,"(41.863096, -87.66373)"
ADDAMS (JANE),262,BASKETBALL COURT,OUTDOOR,1166880.70215,1893443.97233,"(41.863175, -87.66287)"
ADDAMS (JANE),262,BASKETBALL BACKBOARD,OUTDOOR,1166916.78311,1893443.97233,"(41.863174, -87.662738)"
ADDAMS (JANE),262,BASKETBALL BACKBOARD,OUTDOOR,1166847.90169,1893442.8791499999,"(41.863172, -87.662991)"
ADDAMS (JANE),262,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1166842.23569,1893139.8417,"(41.862341, -87.66302)"
ADDAMS (JANE),262,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1167068.7982300001,1893147.65435,"(41.862357, -87.662188)"
ALTGELD (JOHN),206,BASKETBALL BACKBOARD,OUTDOOR,1158625.5385400001,1897384.5271099999,"(41.874161, -87.693067)"
ALTGELD (JOHN),206,BASKETBALL BACKBOARD,OUTDOOR,1158624.1497599999,1897431.0549000001,"(41.874288, -87.69307)"
ANDERSON (LOUIS),1020,BASKETBALL BACKBOARD,OUTDOOR,1178424.6793899999,1879909.5138300001,"(41.82578, -87.620906)"
ANDERSON (LOUIS),1020,BASKETBALL BACKBOARD,OUTDOOR,1178445.9221300001,1879942.46193,"(41.82587, -87.620827)"
ANDERSON (LOUIS),1020,BASKETBALL BACKBOARD,OUTDOOR,1178402.5695199999,1879942.46193,"(41.825871, -87.620986)"
ANDERSON (LOUIS),1020,BASKETBALL BACKBOARD,OUTDOOR,1178422.0780100001,1879974.9763,"(41.82596, -87.620914)"
ANDERSON (LOUIS),1020,BASKETBALL BACKBOARD,OUTDOOR,1178422.0780100001,1879984.0806100001,"(41.825985, -87.620913)"
ANDERSON (LOUIS),1020,BASKETBALL BACKBOARD,OUTDOOR,1178399.9681500001,1880015.72786,"(41.826072, -87.620994)"
ANDERSON (LOUIS),1020,BASKETBALL BACKBOARD,OUTDOOR,1178421.6446199999,1880051.277,"(41.826169, -87.620913)"
ANDERSON (LOUIS),1020,BASKETBALL BACKBOARD,OUTDOOR,1178442.8873600001,1880018.76263,"(41.826079, -87.620836)"
ARCHER (WILLIAM BEATTY),250,BASKETBALL BACKBOARD,OUTDOOR,1147433.5586300001,1871726.8822300001,"(41.803974, -87.734815)"
ARCHER (WILLIAM BEATTY),250,BASKETBALL BACKBOARD,OUTDOOR,1147436.10488,1871660.1632000001,"(41.803791, -87.734807)"
ARMSTRONG (LILLIAN HARDIN),492,BASKETBALL BACKBOARD,OUTDOOR,1181461.0601300001,1875801.1103000001,"(41.814436, -87.609893)"
ARMSTRONG (LILLIAN HARDIN),492,BASKETBALL BACKBOARD,OUTDOOR,1181545.63607,1875804.1306400001,"(41.814443, -87.609583)"
ARMSTRONG (LILLIAN HARDIN),492,BASKETBALL BACKBOARD,OUTDOOR,1181549.6632900001,1875736.67145,"(41.814258, -87.60957)"
ARMSTRONG (LILLIAN HARDIN),492,BASKETBALL BACKBOARD,OUTDOOR,1181462.0670100001,1875735.66457,"(41.814257, -87.609892)"
ATHLETIC FIELD,80,BASKETBALL BACKBOARD,OUTDOOR,1151802.1296099999,1923919.1082299999,"(41.947111, -87.71742)"
ATHLETIC FIELD,80,BASKETBALL BACKBOARD,OUTDOOR,1151805.7644499999,1923840.0535899999,"(41.946894, -87.717408)"
AUSTIN TOWN HALL,207,BASKETBALL BACKBOARD,OUTDOOR,1138685.0544700001,1902593.9756799999,"(41.888841, -87.766153)"
AUSTIN TOWN HALL,207,BASKETBALL BACKBOARD,OUTDOOR,1138708.5672200001,1902561.9130800001,"(41.888753, -87.766068)"
AUSTIN TOWN HALL,207,BASKETBALL BACKBOARD,OUTDOOR,1138687.9045299999,1902529.1375500001,"(41.888663, -87.766144)"
AUSTIN TOWN HALL,207,BASKETBALL BACKBOARD,OUTDOOR,1138665.10405,1902559.06302,"(41.888746, -87.766227)"
AVALON,29,BASKETBALL BACKBOARD,OUTDOOR,1186202.8029400001,1850024.9358000001,"(41.743594, -87.593314)"
AVALON,29,BASKETBALL BACKBOARD,OUTDOOR,1186228.4544599999,1849987.3134999999,"(41.74349, -87.593221)"
AVALON,29,BASKETBALL BACKBOARD,OUTDOOR,1186206.22321,1849950.5461899999,"(41.743389, -87.593304)"
AVALON,29,BASKETBALL BACKBOARD,OUTDOOR,1186178.0064000001,1849985.6032100001,"(41.743486, -87.593406)"
AVONDALE,81,BASKETBALL BACKBOARD,OUTDOOR,1152307.0478999999,1921841.0720299999,"(41.941399, -87.715619)"
AVONDALE,81,BASKETBALL BACKBOARD,OUTDOOR,1152376.43621,1921842.44178,"(41.941401, -87.715364)"
BACK OF THE YARDS,1063,BASKETBALL BACKBOARD,OUTDOOR,1168447.8624,1871989.4702900001,"(41.804268, -87.657737)"
BACK OF THE YARDS,1063,BASKETBALL BACKBOARD,OUTDOOR,1168373.6853799999,1871986.8584199999,"(41.804262, -87.658009)"
BARAGA (FREDERICK),295,BASKETBALL BACKBOARD,OUTDOOR,1162053.3578000001,1887563.36827,"(41.84714, -87.680755)"
BARAGA (FREDERICK),295,BASKETBALL BACKBOARD,OUTDOOR,1162007.60723,1887561.26132,"(41.847135, -87.680923)"
BARRETT (JOHN),1022,BASKETBALL BACKBOARD,OUTDOOR,1163184.7475999999,1889537.5907000001,"(41.852533, -87.676548)"
BARRETT (JOHN),1022,BASKETBALL BACKBOARD,OUTDOOR,1163128.2690300001,1889534.7130799999,"(41.852527, -87.676755)"
BESSEMER (HENRY),12,BASKETBALL BACKBOARD,OUTDOOR,1196080.9465699999,1846419.5358599999,"(41.733461, -87.55724)"
BESSEMER (HENRY),12,BASKETBALL BACKBOARD,OUTDOOR,1196108.48884,1846381.5720299999,"(41.733356, -87.55714)"
BESSEMER (HENRY),12,BASKETBALL BACKBOARD,OUTDOOR,1196082.80746,1846342.8637699999,"(41.733251, -87.557235)"
BESSEMER (HENRY),12,BASKETBALL BACKBOARD,OUTDOOR,1196054.5207700001,1846380.82761,"(41.733356, -87.557338)"
"BLACKWELDER (I.S., GERTRUDE)",373,BASKETBALL BACKBOARD,OUTDOOR,1165080.1457100001,1827676.84139,"(41.682739, -87.671338)"
"BLACKWELDER (I.S., GERTRUDE)",373,BASKETBALL BACKBOARD,OUTDOOR,1165090.92817,1827633.7105700001,"(41.682621, -87.6713)"
"BLACKWELDER (I.S., GERTRUDE)",373,BASKETBALL BACKBOARD,OUTDOOR,1165051.3914999999,1827609.0643,"(41.682554, -87.671446)"
"BLACKWELDER (I.S., GERTRUDE)",373,BASKETBALL BACKBOARD,OUTDOOR,1165042.1493899999,1827652.19545,"(41.682672, -87.671478)"
BOGAN (WILLIAM),264,BASKETBALL BACKBOARD,OUTDOOR,1151584.3200099999,1851314.3456300001,"(41.747879, -87.720126)"
BOGAN (WILLIAM),264,BASKETBALL BACKBOARD,OUTDOOR,1151568.0021299999,1851247.6544900001,"(41.747696, -87.720187)"
BOGAN (WILLIAM),264,BASKETBALL BACKBOARD,OUTDOOR,1151496.69945,1851265.7463199999,"(41.747747, -87.720448)"
BOGAN (WILLIAM),264,BASKETBALL BACKBOARD,OUTDOOR,1151514.4362900001,1851333.14677,"(41.747932, -87.720381)"
BOSLEY (WILLIAM),1024,BASKETBALL BACKBOARD,OUTDOOR,1169373.9448599999,1884734.82341,"(41.839222, -87.653971)"
BOSLEY (WILLIAM),1024,BASKETBALL BACKBOARD,OUTDOOR,1169413.9264100001,1884672.74676,"(41.839051, -87.653826)"
BRADLEY (JOSEPHINE),1004,BASKETBALL BACKBOARD,OUTDOOR,1194232.7626,1840727.9301199999,"(41.717888, -87.564197)"
BRADLEY (JOSEPHINE),1004,BASKETBALL BACKBOARD,OUTDOOR,1194158.99798,1840725.12534,"(41.717883, -87.564467)"
BRAINERD,177,BASKETBALL BACKBOARD,OUTDOOR,1169459.5053900001,1844203.9254699999,"(41.727999, -87.654831)"
BRAINERD,177,BASKETBALL BACKBOARD,OUTDOOR,1169461.63399,1844124.7422199999,"(41.727781, -87.654825)"
BRAINERD,177,BASKETBALL BACKBOARD,OUTDOOR,1169519.53119,1844355.48028,"(41.728413, -87.654606)"
BRAINERD,177,BASKETBALL BACKBOARD,OUTDOOR,1169523.7884,1844261.8226600001,"(41.728156, -87.654593)"
BRAINERD,177,BASKETBALL BACKBOARD,OUTDOOR,1169479.93973,1844261.8226600001,"(41.728157, -87.654754)"
BRAINERD,177,BASKETBALL BACKBOARD,OUTDOOR,1169476.9597499999,1844353.7771999999,"(41.728409, -87.654762)"
BRIGHTON,426,BASKETBALL BACKBOARD,OUTDOOR,1157361.14802,1881235.4252200001,"(41.829872, -87.698147)"
BRIGHTON,426,BASKETBALL BACKBOARD,OUTDOOR,1157348.47679,1881163.6215600001,"(41.829675, -87.698196)"
BRIGHTON,426,BASKETBALL BACKBOARD,OUTDOOR,1157381.3281,1881194.59558,"(41.829759, -87.698074)"
BRIGHTON,426,BASKETBALL BACKBOARD,OUTDOOR,1157332.05097,1881203.98171,"(41.829786, -87.698255)"
BRONCHO BILLY,487,BASKETBALL BACKBOARD,OUTDOOR,1167219.9832899999,1929737.16319,"(41.962758, -87.66058)"
BRONCHO BILLY,487,BASKETBALL BACKBOARD,OUTDOOR,1167269.59146,1929738.53458,"(41.962761, -87.660398)"
BROWN (SIDNEY) MEML.,289,BASKETBALL BACKBOARD,OUTDOOR,1182177.61381,1848658.97135,"(41.739939, -87.608105)"
BROWN (SIDNEY) MEML.,289,BASKETBALL BACKBOARD,OUTDOOR,1182151.7135999999,1848692.0359100001,"(41.740031, -87.608198)"
BROWN (SIDNEY) MEML.,289,BASKETBALL BACKBOARD,OUTDOOR,1182174.8585699999,1848724.5489699999,"(41.740119, -87.608113)"
BROWN (SIDNEY) MEML.,289,BASKETBALL BACKBOARD,OUTDOOR,1182198.5547100001,1848693.13794,"(41.740033, -87.608027)"
BUCKTHORN,339,BASKETBALL BACKBOARD,OUTDOOR,1179308.9886400001,1876077.6842199999,"(41.815245, -87.617779)"
BUCKTHORN,339,BASKETBALL BACKBOARD,OUTDOOR,1179310.9919199999,1876043.0287800001,"(41.81515, -87.617773)"
BURNHAM (DANIEL),27,BASKETBALL BACKBOARD,OUTDOOR,1182542.9329599999,1882399.03871,"(41.832517, -87.60572)"
BURNHAM (DANIEL),27,BASKETBALL BACKBOARD,OUTDOOR,1182504.55804,1882374.70313,"(41.832451, -87.605862)"
BURNHAM (DANIEL),27,BASKETBALL BACKBOARD,OUTDOOR,1182505.4940599999,1882428.98976,"(41.8326, -87.605856)"
BURNHAM (DANIEL),27,BASKETBALL BACKBOARD,OUTDOOR,1182467.1188099999,1882402.78247,"(41.832529, -87.605998)"
BURNHAM (DANIEL),27,BASKETBALL BACKBOARD,OUTDOOR,1185494.7768000001,1877413.5267,"(41.818767, -87.595047)"
BURNHAM (DANIEL),27,BASKETBALL BACKBOARD,OUTDOOR,1185449.7932899999,1877433.93151,"(41.818824, -87.595211)"
BURNHAM (DANIEL),27,BASKETBALL BACKBOARD,OUTDOOR,1185449.7932899999,1877386.62944,"(41.818694, -87.595212)"
BURNHAM (DANIEL),27,BASKETBALL BACKBOARD,OUTDOOR,1185493.8492999999,1877368.5435200001,"(41.818643, -87.595051)"
BURNHAM (DANIEL),27,BASKETBALL BACKBOARD,OUTDOOR,1185501.2692400001,1877356.0222199999,"(41.818609, -87.595025)"
BURNHAM (DANIEL),27,BASKETBALL BACKBOARD,OUTDOOR,1185543.00636,1877337.9362999999,"(41.818558, -87.594872)"
BURNHAM (DANIEL),27,BASKETBALL BACKBOARD,OUTDOOR,1185543.46994,1877291.0978099999,"(41.81843, -87.594872)"
BURNHAM (DANIEL),27,BASKETBALL BACKBOARD,OUTDOOR,1185498.48676,1877309.1840600001,"(41.81848, -87.595036)"
BURNHAM (DANIEL),27,BASKETBALL BACKBOARD,OUTDOOR,1186977.36897,1874048.15744,"(41.809497, -87.589715)"
BURNHAM (DANIEL),27,BASKETBALL BACKBOARD,OUTDOOR,1187014.38662,1873982.5033799999,"(41.809316, -87.589581)"
BURNSIDE (AMBROSE),363,BASKETBALL BACKBOARD,OUTDOOR,1185016.8263099999,1843025.72441,"(41.724415, -87.597879)"
BURNSIDE (AMBROSE),363,BASKETBALL BACKBOARD,OUTDOOR,1185019.35977,1842959.8495400001,"(41.724234, -87.597871)"
CALIFORNIA,189,BASKETBALL BACKBOARD,OUTDOOR,1157154.6471200001,1925055.4612700001,"(41.950122, -87.697714)"
CALIFORNIA,189,BASKETBALL BACKBOARD,OUTDOOR,1157154.97291,1925048.94291,"(41.950104, -87.697713)"
CALIFORNIA,189,BASKETBALL BACKBOARD,OUTDOOR,1157156.2767099999,1925021.8911299999,"(41.95003, -87.697709)"
CALIFORNIA,189,BASKETBALL BACKBOARD,OUTDOOR,1157155.95093,1924994.8393399999,"(41.949956, -87.697711)"
CALIFORNIA,189,BASKETBALL BACKBOARD,OUTDOOR,1157154.6471200001,1924986.36528,"(41.949932, -87.697716)"
CALIFORNIA,189,BASKETBALL BACKBOARD,OUTDOOR,1157156.6025,1924953.7725,"(41.949843, -87.69771)"
CALUMET,11,BASKETBALL BACKBOARD,OUTDOOR,1203239.50049,1840452.3082999999,"(41.716907, -87.531219)"
CALUMET,11,BASKETBALL BACKBOARD,OUTDOOR,1203266.6349500001,1840417.0334300001,"(41.716809, -87.53112)"
CALUMET,11,BASKETBALL BACKBOARD,OUTDOOR,1203245.8318400001,1840382.6627700001,"(41.716715, -87.531198)"
CALUMET,11,BASKETBALL BACKBOARD,OUTDOOR,1203217.7928599999,1840415.22438,"(41.716805, -87.531299)"
CARVER (GEORGE WASHINGTON),255,BASKETBALL BACKBOARD,OUTDOOR,1184628.56134,1817776.57281,"(41.655137, -87.600088)"
CARVER (GEORGE WASHINGTON),255,BASKETBALL BACKBOARD,OUTDOOR,1184629.7739299999,1817692.2891800001,"(41.654906, -87.600086)"
CARVER (GEORGE WASHINGTON),255,BASKETBALL BACKBOARD,OUTDOOR,1184560.0430999999,1817715.3308000001,"(41.654971, -87.600341)"
CARVER (GEORGE WASHINGTON),255,BASKETBALL BACKBOARD,OUTDOOR,1184560.0430999999,1817633.4727,"(41.654746, -87.600343)"
CHESTNUT,1275,BASKETBALL BACKBOARD,OUTDOOR,1187300.45954,1858765.26773,"(41.767552, -87.589015)"
CHESTNUT,1275,BASKETBALL BACKBOARD,OUTDOOR,1187371.4803899999,1858766.5489000001,"(41.767554, -87.588755)"
CHIPPEWA,167,BASKETBALL BACKBOARD,OUTDOOR,1154922.87797,1944865.2979600001,"(42.004526, -87.705384)"
CHIPPEWA,167,BASKETBALL BACKBOARD,OUTDOOR,1154920.49838,1944826.8931799999,"(42.004421, -87.705394)"
CHOPIN (FREDERIC),146,BASKETBALL BACKBOARD,OUTDOOR,1139261.71113,1922581.11779,"(41.943677, -87.763548)"
CHOPIN (FREDERIC),146,BASKETBALL BACKBOARD,OUTDOOR,1139287.0863999999,1922621.5593099999,"(41.943788, -87.763454)"
CHOPIN (FREDERIC),146,BASKETBALL BACKBOARD,OUTDOOR,1139233.1642700001,1922619.18038,"(41.943782, -87.763652)"
CHOPIN (FREDERIC),146,BASKETBALL BACKBOARD,OUTDOOR,1139258.53954,1922658.82925,"(41.943891, -87.763558)"
CHRISTIANA,1089,BASKETBALL BACKBOARD,OUTDOOR,1154428.55382,1892145.4503200001,"(41.859869, -87.708616)"
CLARENDON COMM. CTR.,1002,BASKETBALL BACKBOARD,OUTDOOR,1170258.81186,1929744.7648799999,"(41.962713, -87.649407)"
CLARENDON COMM. CTR.,1002,BASKETBALL BACKBOARD,OUTDOOR,1170187.5993999999,1929744.08017,"(41.962713, -87.649669)"
CLARK (JOHN),1026,BASKETBALL BACKBOARD,OUTDOOR,1145682.55327,1898087.2638900001,"(41.876344, -87.74057)"
CLARK (JOHN),1026,BASKETBALL BACKBOARD,OUTDOOR,1145686.70845,1898000.0048799999,"(41.876105, -87.740557)"
CLEMENTE (ROBERTO),406,BASKETBALL BACKBOARD,OUTDOOR,1160735.8348399999,1908487.2801699999,"(41.904584, -87.685011)"
CLEMENTE (ROBERTO),406,BASKETBALL BACKBOARD,OUTDOOR,1160733.04318,1908550.5575999999,"(41.904758, -87.685019)"
CLYBOURN (ARCHIBALD),1091,BASKETBALL BACKBOARD,OUTDOOR,1169690.6049899999,1911688.9273099999,"(41.913179, -87.652024)"
CLYBOURN (ARCHIBALD),1091,BASKETBALL BACKBOARD,OUTDOOR,1169636.7235399999,1911629.3208000001,"(41.913017, -87.652224)"
COLE (NAT KING),270,BASKETBALL BACKBOARD,OUTDOOR,1180137.32819,1848540.20059,"(41.73966, -87.615584)"
COLE (NAT KING),270,BASKETBALL BACKBOARD,OUTDOOR,1180216.96517,1848541.9315500001,"(41.739663, -87.615292)"
COLE (NAT KING),270,BASKETBALL BACKBOARD,OUTDOOR,1180232.5461800001,1848600.79364,"(41.739824, -87.615233)"
COLE (NAT KING),270,BASKETBALL BACKBOARD,OUTDOOR,1180302.6615200001,1848603.39075,"(41.73983, -87.614976)"
COLUMBUS (CHRISTOPHER),209,BASKETBALL BACKBOARD,OUTDOOR,1138969.3334300001,1898358.6481900001,"(41.877214, -87.765212)"
COLUMBUS (CHRISTOPHER),209,BASKETBALL BACKBOARD,OUTDOOR,1138921.1868700001,1898358.1518000001,"(41.877213, -87.765389)"
COLUMBUS (CHRISTOPHER),209,BASKETBALL BACKBOARD,OUTDOOR,1138874.03342,1898357.1590199999,"(41.877211, -87.765562)"
COLUMBUS (CHRISTOPHER),209,BASKETBALL BACKBOARD,OUTDOOR,1138871.5514700001,1898442.0358200001,"(41.877444, -87.765569)"
COLUMBUS (CHRISTOPHER),209,BASKETBALL BACKBOARD,OUTDOOR,1138919.2016400001,1898442.5322100001,"(41.877445, -87.765394)"
COLUMBUS (CHRISTOPHER),209,BASKETBALL BACKBOARD,OUTDOOR,1138965.8590299999,1898444.02138,"(41.877448, -87.765223)"
COMMERCIAL CLUB PGD. OF CHICAGO,1006,BASKETBALL BACKBOARD,OUTDOOR,1163642.2817899999,1905624.9633800001,"(41.896669, -87.674415)"
COMMERCIAL CLUB PGD. OF CHICAGO,1006,BASKETBALL BACKBOARD,OUTDOOR,1163642.2817899999,1905613.0277100001,"(41.896636, -87.674415)"
COOPER (JACK),287,BASKETBALL BACKBOARD,OUTDOOR,1169499.13818,1826985.7269600001,"(41.680748, -87.655182)"
COOPER (JACK),287,BASKETBALL BACKBOARD,OUTDOOR,1169500.66968,1826933.6522599999,"(41.680605, -87.655178)"
COOPER (JACK),287,BASKETBALL BACKBOARD,OUTDOOR,1169539.72603,1826959.68961,"(41.680676, -87.655034)"
COOPER (JACK),287,BASKETBALL BACKBOARD,OUTDOOR,1169461.61365,1826957.3920499999,"(41.680671, -87.65532)"
